10 machines found
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
CRF loss
Parsing training data: ../data/train_petsc.txt
Parsing test data: ../data/test_petsc.txt
Data loading completed
====================  Summary of settings =================
Training data: ../data/train_petsc.txt
Test data: ../data/test_petsc.txt
loss: CRF, lambda: 1.000000e-06, Processors: 10
dim: 129, classes: 26
Train: #word=3438, #letter=25953
Test: #word=3439, #letter=26198
===========================================================
iter	func.val	gap time	feval.num	nfuncs	train_lett_err	train_word_err	test_lett_err	test_word_err
21	3.60606373	0.373054468	7.17302918	23	15.859438	53.403141	18.803221	61.209654
22	3.48687577	0.343764681	7.46567416	24	15.582014	52.879581	18.367819	60.162838
23	3.39372561	0.258954683	7.75734234	25	15.208261	52.065154	18.044157	59.784821
24	3.21302306	0.230891107	8.04713821	26	14.553231	50.087260	17.454630	57.603955
25	3.12361246	0.398170622	8.3290782	27	14.225716	49.272833	17.670404	57.807502
26	3.02908333	0.209114764	8.61640024	28	13.693985	47.702152	17.038493	56.150044
27	2.95132946	0.176747524	8.96926332	29	13.231611	46.451425	16.745656	55.015993
28	2.86470933	0.231479384	9.25383329	30	12.896390	45.782432	16.483644	54.318116
29	2.79589447	0.411171325	9.56864619	31	12.842446	45.607912	16.541440	53.911021
30	2.71575148	0.16239347	9.91437721	32	12.514931	44.938918	16.298694	53.445769
31	2.6737693	0.134491808	10.2777803	33	12.329981	44.822571	16.148422	53.300378
32	2.63067448	0.215342165	10.6079061	34	12.172003	44.095404	16.055947	52.776970
33	2.58006535	0.252648693	10.9469891	35	12.025585	44.240838	16.079066	53.184065
34	2.53043234	0.149484374	11.2487271	36	11.825223	43.397324	16.005857	53.154987
35	2.47826575	0.147907083	11.6265512	37	11.732748	43.019197	15.975032	52.573423
36	2.44371105	0.151392188	11.9185982	38	11.609448	42.611984	15.936501	52.311719
37	2.40192471	0.170682027	12.2368534	39	11.293492	41.739383	15.944207	52.108171
38	2.36509332	0.122173412	12.5851443	40	11.370554	41.681210	15.709167	51.497528
39	2.33458015	0.129803658	12.9475954	41	11.174045	40.779523	15.674488	51.032277
40	2.31244406	0.189600455	13.2491765	42	11.089277	40.605003	15.585867	50.857808
41	2.28980533	0.106751022	13.6122944	43	11.016068	40.168703	15.535776	50.828729
42	2.25568739	0.120274933	13.9206994	44	11.043039	40.430483	15.497245	51.119511
43	2.22812246	0.123955853	14.2020133	45	10.765615	40.052356	15.531923	51.090433
44	2.19356142	0.246489328	14.5549374	46	10.495896	39.848749	15.439448	51.090433
45	2.16360424	0.129697075	14.8887494	47	10.468925	39.732403	15.593573	51.293981
46	2.14896876	0.0694541309	15.2226493	48	10.399568	39.354276	15.420183	50.974120
47	2.13312873	0.0684198266	15.5040402	49	10.337919	39.121582	15.266058	50.770573
48	2.1107857	0.103186342	15.7955182	50	10.206912	38.772542	15.281470	50.683338
49	2.08799355	0.158162465	16.0990341	51	10.141409	38.394415	15.350826	50.770573
50	2.06817464	0.0933658418	16.4747601	52	10.203059	38.598022	15.343120	51.061355
51	2.05715202	0.0706438973	16.7904179	53	10.141409	38.307155	15.231380	51.003199
52	2.04310686	0.0771222077	17.0824378	54	10.033522	38.103549	15.242939	50.770573
53	2.03761081	0.20773374	17.3626497	55	10.075906	38.598022	15.281470	50.857808
54	2.02361125	0.0878405156	17.7337396	56	10.006550	38.510762	15.285323	50.683338
55	2.01102281	0.0692154129	18.0593204	57	9.894810	37.929029	15.212114	50.741495
56	2.00049926	0.0801252677	18.3428245	58	9.786923	37.725422	15.158171	50.683338
57	1.98814379	0.109538814	18.6400614	59	9.702154	37.376382	15.188995	50.479791
58	1.97506119	0.0857474297	18.9213235	60	9.756098	37.405468	15.104227	50.450712
59	1.9661399	0.0612053598	19.2915816	61	9.628945	37.230948	15.069549	50.334400
60	1.95181353	0.0637998521	19.6116076	62	9.528764	36.940081	14.957808	49.752835
61	1.93992616	0.101646367	19.9117556	63	9.555735	36.881908	14.984780	49.869148
62	1.9257594	0.0676809642	20.2696025	64	9.628945	37.230948	14.923130	49.432975
63	1.91557675	0.0698208209	20.5503967	65	9.524910	37.143688	14.911571	49.462053
64	1.90800583	0.0536373981	20.8404467	66	9.490232	36.969168	14.930837	49.549288
65	1.90053078	0.0485242281	21.1797729	67	9.409317	36.823735	14.961661	49.549288
66	1.89265783	0.156171912	21.5267696	68	9.351520	36.242001	15.031018	49.781913
67	1.88126168	0.0629503856	21.9046226	69	9.247486	36.271088	14.957808	49.898226
68	1.87475807	0.0586106202	22.2560825	70	9.270605	36.503781	14.973221	49.927304
69	1.86450529	0.0618001937	22.6432295	71	9.174277	36.271088	14.961661	50.043617
70	1.8594768	0.0907311324	23.4298813	73	9.058683	35.980221	14.969368	49.810992
71	1.85298	0.0588470337	23.7412055	74	9.039417	35.834788	14.973221	49.694679
72	1.8447498	0.040287604	24.0339806	75	8.896852	35.718441	14.888452	49.578366
73	1.83935923	0.0545507766	24.3456938	76	8.885293	35.427574	14.861480	49.607444
74	1.83338059	0.0502978145	24.6273608	77	8.777405	35.078534	14.923130	50.014539
75	1.82723459	0.0514261256	24.9176028	78	8.761993	35.223967	14.865333	49.869148
76	1.81974921	0.0447735252	25.2939768	79	8.634840	34.729494	14.907718	49.927304
77	1.81289888	0.0431294526	25.6286128	80	8.600162	34.584061	14.865333	49.665600
78	1.80979451	0.124710613	25.9477749	81	8.812083	35.136707	14.834509	49.549288
79	1.803363	0.035501672	26.2382438	82	8.696490	34.787667	14.923130	49.491131
80	1.80091306	0.0336072854	26.5293157	83	8.607868	34.613147	14.926983	49.578366
81	1.79594384	0.049144459	26.9192798	84	8.619427	34.554974	14.907718	49.607444
82	1.78990724	0.0847530649	27.2359128	85	8.596309	34.264107	14.869187	49.781913
83	1.78370826	0.0551625656	27.5502369	86	8.584749	34.176847	14.788271	49.898226
84	1.78004185	0.0308184077	27.845618	87	8.561631	34.147760	14.795977	49.781913
85	1.77591232	0.0352858165	28.1951151	88	8.623281	34.176847	14.792124	49.607444
86	1.77290735	0.0498310194	28.5058589	89	8.557778	34.176847	14.730474	49.781913
87	1.76883301	0.0342688471	28.7974939	90	8.565484	34.060500	14.799830	49.636522
88	1.76340458	0.0348098001	29.0880828	91	8.492274	33.653287	14.857627	49.578366
89	1.75984109	0.073500639	29.3760548	92	8.542365	33.885980	14.830655	49.578366
90	1.75564601	0.0315805301	29.6632857	93	8.492274	33.536940	14.807537	49.432975
91	1.7528903	0.0285042145	30.0155976	94	8.476862	33.711460	14.842215	49.607444
92	1.74959435	0.0344609635	30.3699386	95	8.457596	33.798720	14.834509	49.665600
93	1.74770292	0.10182127	30.7601607	96	8.488421	34.118674	14.884599	49.403896
94	1.74318445	0.0336927806	31.0546577	97	8.480715	34.031414	14.742034	49.316662
95	1.74081154	0.0239095738	31.3415637	98	8.469156	33.944154	14.757446	49.374818
96	1.73876436	0.0287097051	31.6595206	99	8.484568	34.060500	14.769006	49.113114
97	1.7352862	0.044987329	31.9400246	100	8.546218	34.205934	14.792124	49.287584
98	1.73216782	0.0503310801	32.2374756	101	8.473009	34.147760	14.900012	49.549288
99	1.72937067	0.0233975755	32.5191367	102	8.461450	34.002327	14.896158	49.491131
100	1.72747429	0.0255141502	32.7903285	103	8.492274	33.915067	14.838362	49.345740
101	1.72507706	0.0348218391	33.1199405	104	8.496128	33.769634	14.830655	49.171271
102	1.72360271	0.0919214775	33.5013824	105	8.530806	34.118674	14.753593	48.938645
103	1.72035457	0.0270013517	33.9131274	106	8.380534	33.944154	14.799830	48.996801
104	1.71888376	0.0210511958	34.2049372	107	8.376681	33.711460	14.857627	49.113114
105	1.7174027	0.0262812955	34.5426083	108	8.338150	33.711460	14.842215	49.171271
106	1.71485674	0.0512934599	34.8473792	109	8.365122	33.653287	14.807537	48.967723
107	1.71187574	0.0299703772	35.1697803	110	8.307325	33.536940	14.795977	48.967723
108	1.70979972	0.0200755596	35.5462973	111	8.295765	33.653287	14.788271	49.113114
109	1.70690095	0.0288155542	35.8576932	112	8.372828	33.711460	14.811390	49.403896
110	1.70575677	0.0588446195	36.1640322	113	8.361268	33.856894	14.822949	49.345740
111	1.70337752	0.0269460368	36.4899502	114	8.349709	33.653287	14.784418	49.316662
112	1.70134757	0.0199893435	36.8507073	115	8.307325	33.304247	14.761299	49.258505
113	1.69971977	0.0243934346	37.1760204	116	8.315031	33.478767	14.792124	49.258505
114	1.6971548	0.060514255	37.5094802	117	8.349709	33.275160	14.876893	49.316662
115	1.69463368	0.0269216855	37.7908263	118	8.361268	33.362420	14.923130	49.432975
116	1.69331968	0.0173511439	38.0726123	119	8.353562	33.362420	14.907718	49.432975
117	1.69164708	0.0218297906	38.3507254	120	8.322737	33.333333	14.857627	49.316662
118	1.69043071	0.0313490191	38.6520805	121	8.338150	33.391507	14.888452	49.549288
119	1.68881403	0.0213849481	38.9227557	122	8.345856	33.391507	14.849921	49.549288
120	1.68606975	0.0226224127	39.2815757	123	8.395947	33.391507	14.961661	49.781913
121	1.68525455	0.0506192333	39.5678458	124	8.299619	33.333333	14.953955	49.781913
122	1.6837999	0.0220351894	39.9041698	125	8.368975	33.420593	14.946249	49.694679
123	1.68251656	0.015896893	40.2919998	126	8.392093	33.449680	14.911571	49.549288
124	1.68141576	0.0212774945	40.5764458	127	8.395947	33.478767	14.950102	49.665600
125	1.67909738	0.0284890075	40.8547118	128	8.399800	33.536940	14.950102	49.578366
126	1.67792144	0.0396731688	41.4583287	130	8.388240	33.478767	14.884599	49.491131
127	1.67630121	0.0204128189	41.7554567	131	8.357415	33.362420	14.911571	49.549288
128	1.67498518	0.0169364166	42.0295217	132	8.322737	33.275160	14.946249	49.723757
129	1.67350098	0.0273521959	42.3100986	133	8.284206	33.187900	15.061843	49.898226
130	1.67206993	0.0203317809	42.5965405	134	8.249528	33.042467	15.034871	49.840070
131	1.67072276	0.0203429819	42.9145665	135	8.291912	33.187900	14.992486	49.723757
132	1.66954285	0.0243445716	43.2522054	136	8.276500	33.333333	14.992486	49.781913
133	1.66853579	0.0188752607	43.5738103	137	8.280353	33.362420	14.965515	49.752835
134	1.66685355	0.0167956133	43.8811414	138	8.303472	33.420593	14.992486	49.781913
135	1.66592954	0.0288484809	44.1828456	139	8.303472	33.449680	14.961661	49.723757
136	1.66488772	0.0176883625	44.4681695	140	8.280353	33.391507	14.961661	49.781913
137	1.66378292	0.0139695106	44.7720582	141	8.210997	33.304247	14.996340	49.927304
138	1.6631018	0.0181412703	45.0981474	142	8.203291	33.187900	14.984780	49.840070
139	1.66197188	0.0142548577	45.4380174	143	8.195584	33.129727	15.000193	49.752835
140	1.66087731	0.036614239	45.8054154	144	8.203291	32.838860	15.000193	49.898226
141	1.65937571	0.0152095304	46.1137986	145	8.222556	32.780686	14.992486	49.956383
142	1.65836427	0.0130167552	46.4291115	146	8.199437	32.664340	14.977074	49.956383
143	1.65734154	0.0188755002	46.7366085	147	8.187878	32.635253	14.996340	50.072696
144	1.65649201	0.0394423908	47.0631454	148	8.203291	32.664340	15.038724	50.305321
145	1.65536728	0.015927197	47.3699384	149	8.133934	32.518906	15.042577	50.247165
146	1.65467347	0.0140477109	47.6544695	150	8.133934	32.518906	15.023311	50.189008
147	1.65389696	0.0165365444	47.9974384	151	8.133934	32.577080	15.092668	50.305321
148	1.65315039	0.0364038072	48.3067474	152	8.149347	32.838860	15.019458	50.072696
149	1.65200381	0.0147933305	48.6417725	153	8.137788	32.693426	15.081108	50.159930
150	1.65136718	0.0110483523	48.9829326	154	8.176319	32.664340	15.065696	50.101774
151	1.65065029	0.0140166501	49.2753105	155	8.149347	32.577080	15.042577	50.072696
152	1.6499524	0.033039252	49.5921886	156	8.184025	32.809773	15.092668	50.101774
153	1.64900269	0.0128057292	49.8795216	157	8.122375	32.722513	15.061843	50.218087
154	1.64840143	0.0111045303	50.2804925	158	8.141641	32.809773	15.092668	50.363478
155	1.64776475	0.0136259738	50.6641645	159	8.149347	32.867946	15.034871	50.218087
156	1.64681951	0.0272223234	51.0162675	160	8.149347	32.984293	15.019458	50.159930
157	1.64580671	0.0153869286	51.3412495	161	8.145494	32.984293	15.054136	50.130852
158	1.64515532	0.0104329535	51.6261823	162	8.133934	32.897033	15.042577	50.014539
159	1.64428799	0.0123463953	51.8958673	163	8.103109	32.693426	15.050283	50.043617
160	1.64375373	0.0210554693	52.2292724	164	8.037606	32.460733	15.054136	49.781913
161	1.64308589	0.014076593	52.5842505	165	8.037606	32.518906	15.038724	49.898226
162	1.64225903	0.0112418947	52.9660845	166	8.099256	32.606166	15.100374	50.043617
163	1.64174796	0.0156291933	53.3279035	167	8.064578	32.577080	15.127346	50.218087
164	1.64090766	0.0124041603	53.7029915	168	8.045313	32.547993	15.065696	50.130852
165	1.64039303	0.0215885077	53.9993994	169	8.053019	32.460733	15.138905	50.334400
166	1.63978413	0.0117140328	54.2994795	170	8.068431	32.489820	15.108080	50.101774
167	1.63920196	0.0100154402	54.6377385	171	8.053019	32.489820	15.119639	50.043617
168	1.63859208	0.0131277539	54.9496844	172	8.018341	32.518906	15.135052	50.072696
169	1.63798472	0.0265591983	55.2422454	173	8.010635	32.577080	15.108080	49.898226
170	1.63717641	0.0119688606	55.5203226	174	7.999075	32.431646	15.181289	50.043617
171	1.63670605	0.00990727087	55.8088665	175	7.968250	32.489820	15.235233	50.276243
172	1.63619977	0.0114733527	56.1370616	176	7.995222	32.547993	15.239086	50.276243
173	1.63589414	0.0326871252	56.4985337	177	8.022194	32.897033	15.192849	50.363478
174	1.6351353	0.0120111804	56.7922208	178	8.026047	32.693426	15.165877	50.276243
175	1.6347526	0.00848526011	57.1172428	179	8.033753	32.664340	15.154317	50.218087
176	1.63432476	0.0111648144	57.4512897	180	8.060725	32.693426	15.131199	50.159930
177	1.6337821	0.0232956336	57.8023305	181	7.964397	32.402560	15.150464	50.101774
178	1.63315692	0.0114620362	58.1386764	182	7.999075	32.402560	15.185142	50.218087
179	1.63275288	0.0081849805	58.4410706	183	7.979810	32.460733	15.192849	50.305321
180	1.63223743	0.0124002922	58.7887826	184	7.941278	32.547993	15.227527	50.392556
181	1.63184077	0.0165616423	59.1052005	185	7.933572	32.635253	15.196702	50.479791
182	1.63137248	0.00978036107	59.3993485	186	7.925866	32.635253	15.219820	50.392556
183	1.63074929	0.0101984136	59.7012525	187	7.956691	32.693426	15.192849	50.363478
184	1.63030141	0.012834006	59.9898684	188	7.964397	32.547993	15.212114	50.363478
185	1.62979236	0.0169808769	60.2895124	189	8.060725	32.664340	15.223674	50.276243
186	1.62938076	0.00918042032	60.5696454	190	7.987516	32.489820	15.204408	50.247165
187	1.62909338	0.00972054138	60.8594584	191	7.952838	32.460733	15.215967	50.276243
188	1.62871022	0.0102119524	61.2216485	192	7.929719	32.489820	15.273764	50.450712
189	1.62843497	0.0282502192	61.5493445	193	7.972103	32.577080	15.242939	50.334400
190	1.62784077	0.00967354202	61.8302855	194	7.918160	32.518906	15.219820	50.276243
191	1.62754614	0.00751745588	62.1749086	195	7.960544	32.664340	15.246792	50.247165
192	1.62723189	0.00897432918	62.4657166	196	7.972103	32.547993	15.254499	50.218087
193	1.62698208	0.0274308787	62.7898097	197	8.006781	32.635253	15.146611	49.927304
194	1.62653267	0.00947093019	63.1602168	198	8.022194	32.606166	15.235233	49.985461
195	1.62623112	0.00762399365	63.5461438	199	8.014488	32.664340	15.219820	49.956383
196	1.62587905	0.0110201776	63.8284407	200	8.018341	32.577080	15.242939	50.043617
197	1.62524812	0.0185073536	64.1130617	201	8.056872	32.751600	15.219820	50.043617
198	1.62494697	0.025696659	64.4954207	202	8.037606	32.722513	15.188995	50.101774
199	1.62439287	0.0080371712	64.8101428	203	8.033753	32.664340	15.215967	50.130852
200	1.62419184	0.00723893103	65.1773336	204	8.037606	32.664340	15.200555	50.101774
201	1.62391492	0.00953150072	65.4657726	205	8.103109	32.751600	15.208261	50.247165
202	1.62363078	0.0287121221	65.7526107	206	8.068431	32.693426	15.192849	50.189008
203	1.62315918	0.0126675746	66.0410886	207	8.041460	32.635253	15.200555	50.276243
204	1.62283455	0.0075251791	66.4020095	208	8.029900	32.606166	15.208261	50.189008
205	1.62257053	0.00927317593	66.7582195	209	8.018341	32.577080	15.219820	50.130852
206	1.62212784	0.0128131848	67.0400546	210	7.999075	32.460733	15.204408	50.159930
207	1.62198288	0.0204678668	67.4133756	211	8.014488	32.489820	15.165877	50.334400
208	1.62156826	0.00637320005	67.7369456	212	7.995222	32.460733	15.185142	50.363478
209	1.62139419	0.00679405971	68.0555718	213	8.029900	32.489820	15.162024	50.276243
210	1.62104917	0.0093375586	68.3688269	214	8.006781	32.518906	15.196702	50.392556
211	1.6207796	0.0271246386	68.7298119	215	8.010635	32.635253	15.135052	50.276243
212	1.6203276	0.0100573596	69.0187249	216	7.952838	32.460733	15.181289	50.276243
213	1.62009557	0.00617162025	69.313272	217	7.906600	32.373473	15.165877	50.218087
214	1.61991041	0.00740961844	69.6827278	218	7.925866	32.460733	15.150464	50.247165
215	1.6195749	0.0080141123	69.9891887	219	7.895041	32.344386	15.162024	50.363478
216	1.61935171	0.0157109063	70.5625668	221	7.914307	32.373473	15.162024	50.189008
217	1.6189919	0.00732254936	70.8697839	222	7.871922	32.257126	15.158171	50.305321
218	1.6187167	0.00624115834	71.1538758	223	7.887335	32.373473	15.165877	50.392556
219	1.61842013	0.013508015	71.5082178	224	7.883482	32.140780	15.150464	50.363478
220	1.61814685	0.00827789115	71.7882359	225	7.879629	32.257126	15.162024	50.334400
221	1.61796166	0.00679983439	72.0717151	226	7.902747	32.315300	15.162024	50.276243
222	1.61769359	0.00760030291	72.3565521	227	7.902747	32.344386	15.142758	50.159930
223	1.61754536	0.0128399561	72.7165341	228	7.871922	32.373473	15.111933	49.927304
224	1.61735895	0.00568400755	73.1051631	229	7.891188	32.431646	15.142758	50.014539
225	1.61720699	0.00539033659	73.3973601	230	7.918160	32.431646	15.177436	50.101774
226	1.61706371	0.00623890498	73.676929	231	7.898894	32.344386	15.200555	50.159930
227	1.61687971	0.0145840182	73.9711282	232	7.937425	32.489820	15.150464	50.101774
228	1.61662233	0.00587399005	74.3475201	233	7.964397	32.518906	15.173583	50.159930
229	1.61648544	0.00525412224	74.7226262	234	7.983663	32.547993	15.192849	50.189008
230	1.61629684	0.00654243152	75.0115414	235	7.995222	32.577080	15.239086	50.276243
231	1.61622641	0.0201995749	75.3933794	236	7.964397	32.577080	15.173583	50.334400
232	1.61599071	0.00687508338	75.7199705	237	7.941278	32.431646	15.212114	50.305321
233	1.61585494	0.00475473782	76.0416005	238	7.906600	32.460733	15.215967	50.305321
234	1.61570406	0.00661421007	76.4198775	239	7.918160	32.460733	15.219820	50.421634
235	1.61549735	0.00881950371	76.7005596	240	7.972103	32.489820	15.200555	50.537947
236	1.61536431	0.0133987138	76.9770055	241	7.999075	32.577080	15.185142	50.421634
237	1.61520539	0.00473578139	77.2976534	242	7.968250	32.489820	15.162024	50.392556
238	1.61510274	0.00549368467	77.5811045	243	7.964397	32.460733	15.200555	50.479791
239	1.61496567	0.00695695148	77.8860855	244	7.983663	32.577080	15.196702	50.479791
240	1.6148012	0.0161830057	78.1714566	245	7.937425	32.489820	15.177436	50.479791
241	1.61460963	0.00714151948	78.4511557	246	7.972103	32.606166	15.154317	50.392556
242	1.61450079	0.00446603606	78.7950487	247	8.006781	32.693426	15.200555	50.479791
Optimization converged with status CONVERGED_GTTOL.
Total CPU time: 58.81 seconds 
Total wallclock time: 78.7951 seconds 
Objective/gradient CPU time: 57.1 seconds 
Objective/gradient wallclock time: 74.6489 seconds 
