8 machines found
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
login-1.extreme.acer.uic.edu
CRF loss
Parsing training data: ../data/train_petsc.txt
Parsing test data: ../data/test_petsc.txt
Data loading completed
====================  Summary of settings =================
Training data: ../data/train_petsc.txt
Test data: ../data/test_petsc.txt
loss: CRF, lambda: 1.000000e-04, Processors: 8
dim: 129, classes: 26
Train: #word=3438, #letter=25953
Test: #word=3439, #letter=26198
===========================================================
iter	func.val	gap time	feval.num	nfuncs	train_lett_err	train_word_err	test_lett_err	test_word_err
294	2.12786073	0.000233431127	131.261713	304	8.657959	34.467714	14.225716	48.008142
295	2.12786054	0.000292429311	131.724043	305	8.657959	34.467714	14.225716	48.037220
296	2.12786033	0.00036283364	132.111392	306	8.657959	34.467714	14.229569	48.037220
297	2.12786015	0.000224384152	132.479424	307	8.657959	34.467714	14.221863	47.979064
298	2.12785996	0.00022646691	132.85246	308	8.654105	34.467714	14.225716	47.979064
299	2.12785982	0.000284460566	133.226984	309	8.654105	34.467714	14.225716	47.979064
300	2.12785961	0.000216668204	133.596858	310	8.657959	34.467714	14.225716	47.979064
301	2.12785947	0.000379242338	133.996447	311	8.657959	34.467714	14.225716	47.979064
302	2.12785932	0.000211789912	134.376658	312	8.657959	34.467714	14.229569	48.008142
303	2.12785915	0.000205619781	134.740917	313	8.657959	34.467714	14.229569	48.008142
304	2.12785899	0.000360643467	135.1212	314	8.657959	34.467714	14.229569	48.008142
305	2.12785882	0.000264030191	135.504839	315	8.657959	34.467714	14.233422	48.037220
306	2.12785868	0.00019350067	135.892633	316	8.657959	34.467714	14.233422	48.037220
307	2.12785854	0.000207870023	136.264802	317	8.657959	34.467714	14.229569	48.037220
308	2.12785844	0.000217327717	136.63775	318	8.657959	34.467714	14.221863	48.008142
309	2.1278583	0.000174888556	137.016708	319	8.657959	34.467714	14.221863	48.008142
310	2.12785814	0.000352329732	137.389998	320	8.657959	34.467714	14.221863	48.037220
311	2.12785798	0.000185987813	137.772966	321	8.657959	34.467714	14.221863	48.037220
312	2.12785786	0.000188120614	138.147098	322	8.657959	34.467714	14.218009	48.008142
313	2.12785774	0.00025823163	138.531014	323	8.657959	34.467714	14.214156	47.979064
314	2.12785762	0.000273303689	138.906686	324	8.657959	34.467714	14.218009	48.008142
315	2.12785752	0.00017752676	139.281651	325	8.657959	34.467714	14.218009	48.008142
316	2.12785741	0.00015787174	139.668018	326	8.657959	34.467714	14.218009	48.008142
317	2.12785731	0.000265453726	140.03933	327	8.657959	34.467714	14.218009	48.008142
318	2.12785719	0.000176651231	140.41074	328	8.657959	34.467714	14.218009	48.008142
319	2.12785707	0.00022525501	140.780715	329	8.657959	34.467714	14.218009	48.008142
320	2.12785693	0.000178340633	141.155672	330	8.657959	34.467714	14.218009	48.008142
321	2.12785677	0.000224880796	141.638012	331	8.657959	34.467714	14.218009	48.008142
322	2.1278566	0.000285500137	142.022658	332	8.657959	34.467714	14.218009	48.008142
323	2.12785647	0.000224773456	142.39849	333	8.657959	34.467714	14.221863	48.008142
324	2.12785638	0.000172822649	142.772189	334	8.657959	34.467714	14.218009	47.979064
325	2.12785622	0.000181994636	143.143429	335	8.657959	34.467714	14.214156	47.979064
326	2.12785618	0.000492634332	143.532667	336	8.661812	34.467714	14.218009	48.008142
327	2.12785605	0.000183981678	143.903991	337	8.661812	34.467714	14.218009	48.008142
328	2.12785599	0.000128159885	144.284456	338	8.661812	34.467714	14.218009	48.008142
329	2.12785592	0.000153910004	144.664276	339	8.661812	34.467714	14.218009	48.008142
330	2.12785577	0.000187746558	145.035672	340	8.661812	34.467714	14.218009	48.008142
331	2.12785566	0.000281966684	145.768489	342	8.657959	34.438627	14.221863	48.008142
332	2.1278555	0.000161376654	146.155584	343	8.657959	34.438627	14.214156	47.979064
333	2.12785535	0.000162362869	146.53157	344	8.657959	34.438627	14.214156	47.979064
334	2.12785528	0.000523594964	146.922307	345	8.665665	34.467714	14.214156	47.979064
335	2.12785515	0.000174439603	147.299964	346	8.657959	34.438627	14.214156	47.979064
336	2.12785509	0.000139322764	147.671488	347	8.657959	34.438627	14.214156	47.979064
337	2.12785501	0.000176907512	148.095809	348	8.657959	34.438627	14.218009	48.008142
338	2.12785487	0.00018375769	148.466385	349	8.665665	34.467714	14.218009	48.008142
339	2.12785482	0.000294290868	149.213561	351	8.661812	34.467714	14.218009	48.008142
340	2.12785472	0.000142493218	149.581838	352	8.661812	34.467714	14.218009	48.008142
341	2.12785465	0.000124355704	149.960657	353	8.661812	34.467714	14.218009	48.008142
342	2.12785456	0.000359293515	150.33372	354	8.661812	34.467714	14.221863	48.008142
343	2.12785446	0.000171611671	150.707184	355	8.661812	34.467714	14.225716	48.008142
344	2.12785438	0.000182458387	151.111743	356	8.661812	34.467714	14.225716	48.008142
345	2.12785426	0.00022866574	151.494566	357	8.661812	34.467714	14.225716	48.008142
346	2.12785409	0.000358377463	151.875863	358	8.657959	34.438627	14.225716	48.008142
347	2.12785395	0.000238520872	152.264346	359	8.661812	34.438627	14.225716	48.008142
348	2.12785386	0.000124616534	152.695646	360	8.661812	34.438627	14.225716	48.008142
349	2.1278538	0.00012553093	153.08838	361	8.665665	34.467714	14.229569	48.008142
350	2.12785374	0.000187091313	153.467185	362	8.661812	34.467714	14.229569	48.008142
351	2.12785366	0.000146602276	153.833652	363	8.661812	34.467714	14.229569	48.008142
352	2.12785353	0.000210646441	154.219501	364	8.657959	34.438627	14.229569	48.008142
353	2.12785346	0.000254584087	154.621686	365	8.657959	34.438627	14.229569	48.008142
354	2.12785339	0.000126028527	155.048051	366	8.657959	34.438627	14.225716	48.008142
355	2.12785333	0.000139792262	155.441279	367	8.657959	34.438627	14.225716	48.008142
356	2.12785327	0.000164693471	155.820321	368	8.657959	34.438627	14.225716	48.008142
357	2.12785322	0.000502547416	156.196603	369	8.661812	34.438627	14.221863	48.008142
358	2.12785308	0.000150416068	156.566645	370	8.661812	34.438627	14.221863	48.008142
359	2.12785303	0.000108009758	156.937412	371	8.661812	34.438627	14.221863	48.008142
360	2.12785297	0.00013110204	157.306753	372	8.661812	34.438627	14.221863	48.008142
361	2.12785291	0.000415960748	157.67753	373	8.661812	34.438627	14.221863	48.008142
362	2.12785283	0.000175002736	158.041519	374	8.661812	34.438627	14.221863	48.008142
363	2.12785276	0.000108319835	158.441174	375	8.661812	34.438627	14.221863	48.008142
364	2.12785271	0.000149174899	158.81589	376	8.661812	34.438627	14.221863	48.008142
365	2.12785261	0.000209278974	159.214971	377	8.661812	34.438627	14.221863	48.008142
366	2.12785253	0.000268427307	159.996912	379	8.657959	34.438627	14.225716	48.008142
367	2.12785246	0.000141924452	160.3716	380	8.657959	34.438627	14.225716	48.008142
368	2.12785238	0.000128106821	160.734742	381	8.657959	34.438627	14.225716	48.008142
369	2.1278523	0.000166908644	161.106302	382	8.657959	34.438627	14.225716	48.008142
370	2.12785223	0.000463417515	161.470424	383	8.657959	34.438627	14.225716	48.008142
371	2.12785211	0.000184885026	161.916454	384	8.661812	34.438627	14.225716	48.008142
372	2.12785203	0.000138602643	162.313687	385	8.661812	34.438627	14.225716	48.008142
373	2.12785197	0.000153897829	162.695951	386	8.661812	34.438627	14.225716	48.008142
374	2.12785187	0.000409231377	163.087475	387	8.661812	34.438627	14.225716	48.008142
375	2.12785175	0.000184615511	163.471032	388	8.661812	34.438627	14.225716	48.008142
376	2.12785168	0.000113270202	163.856018	389	8.661812	34.438627	14.225716	48.008142
377	2.12785161	0.000140989308	164.252098	390	8.661812	34.438627	14.221863	48.008142
378	2.12785154	0.000379754735	164.619965	391	8.657959	34.438627	14.225716	48.008142
379	2.12785145	0.000164650661	164.993409	392	8.657959	34.438627	14.225716	48.008142
380	2.12785137	0.000125827534	165.374236	393	8.657959	34.438627	14.225716	48.008142
381	2.1278513	0.000166182017	165.75347	394	8.657959	34.438627	14.225716	48.008142
382	2.12785121	0.000337869836	166.136714	395	8.661812	34.438627	14.225716	48.008142
383	2.12785109	0.000173389873	166.511857	396	8.661812	34.438627	14.225716	48.008142
384	2.12785102	0.000111439575	166.891858	397	8.661812	34.438627	14.218009	48.008142
385	2.12785096	0.000135211287	167.27659	398	8.661812	34.438627	14.221863	48.008142
386	2.12785092	0.000394247897	167.655477	399	8.657959	34.438627	14.218009	48.008142
387	2.12785083	0.000167941456	168.03409	400	8.661812	34.438627	14.218009	48.008142
388	2.12785076	0.000118714932	168.415188	401	8.661812	34.438627	14.218009	48.008142
389	2.1278507	0.000151544245	168.81598	402	8.661812	34.438627	14.218009	48.008142
390	2.12785061	0.00029818311	169.186854	403	8.657959	34.438627	14.225716	48.008142
391	2.1278505	0.00020607495	169.557674	404	8.657959	34.438627	14.225716	48.008142
392	2.12785044	0.000113273122	169.935702	405	8.657959	34.438627	14.218009	48.008142
393	2.12785038	0.000140793349	170.349144	406	8.661812	34.438627	14.218009	48.008142
394	2.12785033	0.000185658973	170.718071	407	8.657959	34.438627	14.218009	48.008142
395	2.12785025	0.000146708021	171.091062	408	8.657959	34.438627	14.218009	48.008142
396	2.12785015	0.000364604112	171.48084	409	8.661812	34.438627	14.218009	48.008142
397	2.12785003	0.000173702045	171.84512	410	8.654105	34.438627	14.221863	48.008142
398	2.12784998	0.000122322678	172.210913	411	8.654105	34.438627	14.225716	48.008142
399	2.12784988	0.000115736348	172.595532	412	8.657959	34.438627	14.225716	48.008142
400	2.12784987	0.000482893177	172.996053	413	8.657959	34.438627	14.225716	48.008142
401	2.12784977	0.000153674854	173.370653	414	8.657959	34.438627	14.225716	48.008142
402	2.12784973	9.77198607e-05	173.821291	415	8.657959	34.438627	14.225716	48.008142
403	2.12784968	0.000138517095	174.255307	416	8.657959	34.438627	14.225716	48.008142
404	2.12784961	0.000153941294	174.618195	417	8.657959	34.438627	14.225716	48.008142
405	2.12784955	0.000278097165	174.995466	418	8.657959	34.438627	14.225716	48.008142
406	2.12784946	0.000108178698	175.362944	419	8.657959	34.438627	14.229569	48.008142
407	2.12784938	0.000157813863	175.734464	420	8.657959	34.438627	14.229569	48.008142
408	2.12784929	0.000168613293	176.112237	421	8.657959	34.438627	14.229569	48.008142
409	2.12784925	0.000439428475	176.487784	422	8.657959	34.438627	14.221863	47.979064
410	2.12784916	0.000100198522	176.863367	423	8.657959	34.438627	14.225716	48.008142
411	2.12784912	0.000115100714	177.249531	424	8.657959	34.438627	14.225716	48.008142
412	2.12784907	0.000143699937	177.630952	425	8.657959	34.438627	14.225716	48.008142
413	2.12784899	0.000273206804	178.030991	426	8.657959	34.438627	14.221863	48.008142
414	2.12784889	0.000160845589	178.415279	427	8.661812	34.438627	14.221863	48.008142
415	2.12784882	0.000113390832	178.832051	428	8.661812	34.438627	14.221863	48.008142
416	2.12784875	0.000163690383	179.203264	429	8.661812	34.438627	14.225716	48.008142
417	2.12784871	0.000170459236	179.569691	430	8.661812	34.438627	14.229569	48.037220
418	2.12784866	0.000104263919	179.938786	431	8.661812	34.438627	14.225716	48.008142
419	2.12784859	0.00011038051	180.316839	432	8.661812	34.438627	14.225716	48.008142
420	2.12784855	0.000211389738	180.769058	433	8.661812	34.438627	14.225716	48.008142
421	2.12784849	0.000123799826	181.171524	434	8.661812	34.438627	14.221863	48.008142
422	2.12784843	9.54195e-05	181.559681	435	8.661812	34.438627	14.221863	48.008142
423	2.12784839	0.000130809957	182.029172	436	8.661812	34.438627	14.225716	48.008142
424	2.12784835	8.3763087e-05	182.412714	437	8.661812	34.438627	14.225716	48.008142
425	2.12784831	0.000126099794	182.782192	438	8.661812	34.438627	14.225716	48.008142
426	2.12784826	0.000108890969	183.162235	439	8.661812	34.438627	14.225716	48.008142
427	2.12784822	0.000101618245	183.560868	440	8.661812	34.438627	14.229569	48.008142
428	2.12784817	0.000166588464	183.945528	441	8.661812	34.438627	14.229569	48.008142
429	2.12784813	0.000137431754	184.320532	442	8.657959	34.438627	14.225716	47.979064
430	2.12784811	9.64718107e-05	184.71924	443	8.657959	34.438627	14.221863	47.979064
431	2.12784807	8.94279532e-05	185.109138	444	8.657959	34.438627	14.221863	47.979064
432	2.12784805	0.000173849364	185.49869	445	8.657959	34.438627	14.221863	47.979064
433	2.12784803	9.30591036e-05	185.929206	446	8.657959	34.438627	14.221863	47.979064
434	2.127848	6.85157386e-05	186.364758	447	8.657959	34.438627	14.229569	48.008142
435	2.12784798	7.53477595e-05	186.754238	448	8.657959	34.438627	14.229569	48.008142
436	2.12784796	0.000142754144	187.126505	449	8.661812	34.467714	14.229569	48.008142
437	2.12784793	0.000105909724	187.510506	450	8.661812	34.467714	14.229569	48.008142
438	2.12784791	9.47665339e-05	187.892544	451	8.661812	34.467714	14.229569	48.008142
439	2.12784787	0.000132757085	188.285291	452	8.661812	34.467714	14.225716	48.008142
440	2.12784785	0.00016090335	188.706583	453	8.661812	34.467714	14.225716	48.008142
441	2.12784784	7.83352126e-05	189.090474	454	8.661812	34.467714	14.225716	48.008142
442	2.12784782	5.93314201e-05	189.463597	455	8.661812	34.467714	14.225716	48.008142
443	2.12784781	6.75431456e-05	189.841879	456	8.661812	34.467714	14.221863	48.008142
444	2.12784779	0.000104616042	190.236715	457	8.661812	34.467714	14.229569	48.008142
445	2.12784778	6.24584171e-05	190.627544	458	8.661812	34.467714	14.229569	48.008142
446	2.12784776	7.53669788e-05	191.027787	459	8.661812	34.467714	14.229569	48.008142
447	2.12784774	8.05712474e-05	191.407265	460	8.665665	34.467714	14.225716	48.008142
448	2.12784774	0.000146482492	191.822108	461	8.665665	34.467714	14.225716	48.008142
449	2.12784772	5.644417e-05	192.207068	462	8.665665	34.467714	14.225716	48.008142
450	2.12784771	4.62301132e-05	192.612256	463	8.665665	34.467714	14.225716	48.008142
451	2.1278477	5.58099611e-05	193.052471	464	8.665665	34.467714	14.225716	48.008142
452	2.12784769	0.000129033021	193.429555	465	8.665665	34.467714	14.225716	48.008142
453	2.12784768	4.27369052e-05	193.805227	466	8.665665	34.467714	14.225716	48.008142
Optimization converged with status CONVERGED_GTTOL.
Total CPU time: 138.54 seconds 
Total wallclock time: 193.805 seconds 
Objective/gradient CPU time: 135.89 seconds 
Objective/gradient wallclock time: 187.45 seconds 
